frame,track_id,x1,y1,x2,y2
6367,54,386,273,408,357
6367,79,251,302,292,387
6368,22,702,315,749,397
6368,40,279,294,320,380
6368,43,311,292,355,369
6368,51,542,285,579,374
6368,54,386,273,408,358
6368,79,251,302,292,387
6369,22,702,315,749,397
6369,40,279,294,320,380
6369,43,311,292,355,369
6369,51,542,285,579,374
6369,54,386,273,408,358
6369,79,251,302,292,387
6370,22,702,315,749,397
6370,40,279,294,320,380
6370,43,311,292,355,369
6370,51,543,284,579,374
6370,54,386,273,408,358
6370,79,251,302,292,387
6371,22,702,315,749,397
6371,40,279,294,320,380
6371,43,311,292,355,369
6371,51,543,284,579,374
6371,54,386,273,408,358
6371,79,251,302,292,387
6372,22,702,315,749,397
6372,40,279,294,320,380
6372,43,311,292,355,369
6372,51,543,284,579,374
6372,54,386,273,408,358
6372,79,250,302,292,387
6373,22,702,315,749,397
6373,40,279,294,320,380
6373,43,311,292,355,369
6373,51,543,284,579,374
6373,54,386,273,408,358
6373,79,250,302,291,387
6374,22,702,315,749,397
6374,40,279,294,320,380
6374,43,311,292,355,369
6374,51,543,284,579,374
6374,54,386,273,408,358
6374,79,250,302,291,387
6375,22,702,315,749,397
6375,40,279,293,320,380
6375,43,311,292,355,369
6375,51,542,283,579,374
6375,54,386,273,408,358
6375,79,251,302,291,387
6375,101,335,302,367,365
6376,22,702,315,749,397
6376,40,279,293,320,380
6376,43,311,292,355,369
6376,51,542,283,579,374
6376,54,386,273,408,358
6376,79,251,302,291,387
6376,101,352,300,380,360
6377,22,702,315,749,397
6377,40,279,293,320,380
6377,43,311,292,355,369
6377,51,542,283,579,375
6377,54,386,273,408,358
6377,79,251,302,291,387
6377,101,361,299,386,358
6378,22,702,315,749,397
6378,40,279,293,320,380
6378,43,311,292,355,369
6378,51,542,283,579,374
6378,54,386,273,407,358
6378,79,250,302,291,387
6378,101,366,299,390,357
6379,22,702,315,749,397
6379,40,279,293,320,380
6379,43,311,292,355,369
6379,51,542,283,580,374
6379,54,386,273,407,358
6379,79,250,302,291,387
6380,22,702,315,749,396
6380,40,279,293,320,380
6380,43,311,292,355,369
6380,51,542,282,580,374
6380,54,385,273,407,358
6380,79,250,302,291,386
6381,22,702,315,749,396
6381,40,279,293,320,380
6381,43,311,292,355,369
6381,51,542,282,580,374
6381,54,385,274,407,358
6381,79,251,302,291,387
6382,22,702,315,749,396
6382,40,279,293,320,380
6382,43,311,292,355,369
6382,51,542,282,580,375
6382,54,385,274,407,358
6382,79,250,302,291,387
6383,22,702,315,749,396
6383,40,279,293,320,380
6383,43,311,292,355,369
6383,51,542,282,580,375
6383,54,385,274,407,358
6383,79,250,302,291,386
6384,22,702,315,749,396
6384,40,279,293,320,380
6384,43,311,292,355,369
6384,51,541,282,580,375
6384,54,385,274,407,358
6384,79,250,302,291,386
6385,22,702,315,749,396
6385,40,279,293,320,380
6385,43,311,292,355,369
6385,51,541,282,580,375
6385,54,385,274,407,358
6385,79,250,302,291,386
6386,22,702,315,749,396
6386,40,279,293,320,380
6386,43,311,292,355,369
6386,51,540,282,580,375
6386,54,384,274,407,358
6386,79,250,302,291,387
6387,22,702,315,749,396
6387,40,279,293,320,380
6387,43,311,292,355,369
6387,51,539,281,580,375
6387,54,384,274,407,358
6387,79,250,302,291,387
6388,22,703,315,748,396
6388,40,279,293,320,380
6388,43,311,292,355,369
6388,51,538,281,580,375
6388,54,384,274,407,358
6388,79,250,302,291,387
6389,22,703,315,748,396
6389,40,279,293,320,380
6389,43,311,292,355,369
6389,51,538,281,580,375
6389,54,384,274,407,358
6389,79,250,302,291,387
6390,22,703,315,748,396
6390,40,279,293,320,380
6390,43,311,292,355,369
6390,51,538,281,579,375
6390,54,384,274,407,358
6390,79,250,302,291,387
6391,22,703,315,748,396
6391,40,279,293,320,380
6391,43,311,292,355,369
6391,51,538,281,579,375
6391,54,384,274,407,358
6391,79,250,302,291,387
6392,22,703,315,748,396
6392,40,279,293,320,380
6392,43,311,292,355,369
6392,51,539,281,579,375
6392,54,384,274,407,358
6392,79,250,302,291,387
6393,22,703,315,748,396
6393,40,279,293,320,380
6393,43,311,292,355,369
6393,51,539,282,578,375
6393,54,383,274,407,358
6393,79,250,302,291,387
6394,22,703,315,748,396
6394,40,279,292,321,380
6394,43,311,292,355,369
6394,51,539,282,578,375
6394,54,383,275,407,358
6394,79,250,302,291,387
6395,22,703,315,748,396
6395,40,279,292,321,380
6395,43,311,292,355,369
6395,51,540,282,578,375
6395,54,383,275,407,358
6395,79,250,302,291,387
6396,22,702,315,748,396
6396,40,279,292,321,380
6396,43,311,292,355,370
6396,51,540,283,577,375
6396,54,383,275,407,358
6396,79,250,302,291,387
6397,22,702,315,748,396
6397,40,279,292,321,380
6397,43,311,292,355,370
6397,51,540,284,577,375
6397,54,383,275,407,358
6397,79,250,302,291,387
6398,22,702,315,748,396
6398,40,279,292,321,380
6398,43,311,292,355,370
6398,51,540,284,576,375
6398,54,383,275,407,358
6398,79,250,302,291,387
6399,22,702,315,748,396
6399,40,279,292,321,380
6399,43,311,292,355,370
6399,51,540,285,576,375
6399,54,383,275,407,358
6399,79,250,302,291,387
6400,22,702,315,748,396
6400,40,279,292,321,380
6400,43,311,292,355,370
6400,51,540,285,575,374
6400,54,383,276,407,358
6400,79,250,302,291,387
6401,22,702,315,748,396
6401,40,279,292,321,380
6401,43,311,292,355,370
6401,51,540,286,575,374
6401,54,383,276,407,358
6401,79,250,302,291,387
6402,22,702,315,748,396
6402,40,279,292,321,380
6402,43,311,292,355,370
6402,51,539,286,574,374
6402,54,383,276,407,358
6402,79,250,302,291,387
6403,22,702,315,748,396
6403,40,279,292,321,380
6403,43,311,293,355,370
6403,51,539,286,573,374
6403,54,383,276,407,358
6403,79,250,302,291,387
6404,22,702,315,748,396
6404,40,279,292,321,380
6404,43,311,294,355,370
6404,51,538,286,573,374
6404,54,383,276,407,358
6404,79,250,302,291,387
6405,22,702,315,748,396
6405,40,279,292,321,380
6405,43,311,293,355,370
6405,51,538,285,572,374
6405,54,383,276,407,358
6405,79,250,302,291,387
6406,22,702,315,748,396
6406,40,279,292,321,380
6406,43,311,293,355,370
6406,51,537,284,571,374
6406,54,383,276,407,358
6406,79,250,302,291,387
6407,22,702,315,748,396
6407,40,279,292,321,380
6407,43,310,293,355,370
6407,51,536,283,571,374
6407,54,383,276,407,358
6407,79,250,302,291,387
6408,22,702,315,748,396
6408,40,279,292,321,380
6408,43,310,293,355,370
6408,51,536,282,570,374
6408,54,382,276,407,358
6408,79,250,302,291,387
6409,22,702,315,748,396
6409,40,278,292,321,380
6409,43,310,293,355,370
6409,51,535,280,569,374
6409,54,382,277,407,358
6409,79,250,302,291,387
6410,22,702,315,748,396
6410,40,278,292,321,380
6410,43,310,293,355,370
6410,51,534,279,568,374
6410,54,382,277,407,358
6410,79,250,302,291,387
6411,22,702,315,748,396
6411,40,278,292,321,380
6411,43,309,293,355,370
6411,51,534,277,567,374
6411,54,382,277,407,358
6411,79,250,302,291,387
6412,22,702,315,748,396
6412,40,278,292,321,380
6412,43,309,293,355,370
6412,51,534,276,567,374
6412,54,382,277,407,358
6412,79,250,302,291,387
6413,22,702,315,748,396
6413,40,278,292,321,380
6413,43,309,293,355,370
6413,51,533,275,566,375
6413,54,382,277,407,358
6413,79,250,302,291,387
6414,22,702,315,748,396
6414,40,278,292,321,380
6414,43,309,293,355,370
6414,51,533,274,565,375
6414,54,382,277,407,358
6414,79,250,302,291,387
6415,22,702,315,748,396
6415,40,278,292,321,380
6415,43,309,292,355,370
6415,51,532,273,565,375
6415,54,382,277,407,358
6415,79,250,302,291,387
6416,22,703,315,748,396
6416,40,278,292,321,380
6416,43,309,292,355,369
6416,51,532,272,564,375
6416,54,382,277,407,358
6416,79,250,302,291,387
6417,22,703,315,748,396
6417,40,278,292,321,380
6417,43,308,292,355,369
6417,51,532,271,564,376
6417,54,382,277,407,358
6417,79,250,302,291,387
6418,22,703,315,748,396
6418,40,278,292,321,380
6418,43,308,292,355,369
6418,51,532,271,564,377
6418,54,382,277,407,358
6418,79,250,302,291,386
6419,22,703,315,748,396
6419,40,278,292,321,380
6419,43,308,292,355,369
6419,51,531,270,564,378
6419,54,382,277,407,358
6419,79,250,302,291,386
6420,22,703,315,748,396
6420,40,278,292,321,380
6420,43,308,292,355,369
6420,51,531,270,564,379
6420,54,382,277,406,358
6420,79,250,302,291,386
6421,22,703,315,748,396
6421,40,278,292,321,380
6421,43,308,292,355,369
6421,51,532,270,564,380
6421,54,382,277,407,358
6421,79,250,302,291,386
6422,22,703,315,748,396
6422,40,278,292,321,380
6422,43,308,292,355,370
6422,51,532,270,565,381
6422,54,382,277,406,358
6422,79,250,302,291,386
6423,22,703,315,748,396
6423,40,278,292,321,380
6423,43,308,292,355,370
6423,51,532,270,565,382
6423,54,382,277,406,358
6423,79,250,302,291,386
6424,22,703,315,748,397
6424,40,278,292,321,380
6424,43,308,292,355,370
6424,51,532,270,565,383
6424,54,382,277,406,358
6424,79,250,302,290,386
6425,22,703,315,748,397
6425,40,278,292,321,380
6425,43,308,292,355,370
6425,51,533,270,566,383
6425,54,382,277,406,358
6425,79,250,302,290,386
6426,22,703,315,748,397
6426,40,278,292,320,380
6426,43,308,292,355,370
6426,51,533,270,567,384
6426,54,382,277,406,358
6426,79,250,302,290,386
6427,22,703,315,748,397
6427,40,279,292,320,380
6427,43,308,292,355,370
6427,51,534,270,568,384
6427,54,382,277,406,358
6427,79,250,302,290,386
6428,22,703,315,748,397
6428,40,279,292,320,380
6428,43,308,292,355,370
6428,51,534,270,569,385
6428,54,382,277,406,358
6428,79,250,302,290,386
6429,22,703,315,748,397
6429,40,279,292,320,380
6429,43,308,292,355,370
6429,51,535,270,569,385
6429,54,382,277,406,358
6429,79,250,302,290,386
6430,22,703,315,748,397
6430,40,279,292,320,380
6430,43,308,292,355,370
6430,51,535,270,570,386
6430,54,382,277,406,358
6430,79,250,302,290,386
6431,22,703,315,748,397
6431,40,279,292,320,380
6431,43,308,292,355,370
6431,51,536,271,571,387
6431,54,382,277,406,358
6431,79,250,302,290,386
6432,22,703,315,748,397
6432,40,279,292,320,380
6432,43,308,292,355,370
6432,51,536,271,572,389
6432,54,382,277,406,358
6432,79,250,302,290,386
6433,22,703,315,748,397
6433,40,279,292,320,380
6433,43,307,292,355,369
6433,51,537,272,573,390
6433,54,382,277,406,358
6433,79,250,302,290,386
6434,22,703,315,748,397
6434,40,279,292,320,380
6434,43,307,292,355,369
6434,51,537,272,574,391
6434,54,382,277,406,358
6434,79,250,302,290,386
6435,22,703,315,748,397
6435,40,279,292,320,380
6435,43,307,292,355,369
6435,51,538,273,575,393
6435,54,383,277,406,358
6435,79,251,302,290,386
6436,22,703,315,748,397
6436,40,279,292,320,380
6436,43,307,292,355,369
6436,51,538,274,576,394
6436,54,383,277,406,358
6436,79,250,302,290,386
6437,22,703,315,749,397
6437,40,279,292,320,380
6437,43,307,292,355,369
6437,51,539,274,577,395
6437,54,383,277,406,358
6437,79,250,302,290,386
6438,22,703,315,749,397
6438,40,279,292,320,380
6438,43,307,292,355,369
6438,51,540,275,578,396
6438,54,383,277,406,358
6438,79,250,302,290,386
6439,22,703,315,749,397
6439,40,279,292,320,380
6439,43,307,292,355,369
6439,51,541,276,579,397
6439,54,383,277,406,358
6439,79,250,302,290,386
6440,22,703,315,749,397
6440,40,279,292,320,380
6440,43,307,292,355,369
6440,51,541,276,580,397
6440,54,383,277,406,358
6440,79,250,302,290,386
6441,22,703,315,749,397
6441,40,279,292,320,380
6441,43,308,293,355,369
6441,51,542,277,581,397
6441,54,383,276,406,358
6441,79,250,302,290,386
6442,22,703,315,749,397
6442,40,279,292,320,380
6442,43,308,293,355,369
6442,51,543,277,582,398
6442,54,383,276,406,358
6442,79,250,302,290,386
6443,22,703,315,749,397
6443,40,279,292,320,380
6443,43,308,293,355,369
6443,51,544,278,583,398
6443,54,383,276,406,358
6443,79,250,302,290,386
6444,22,703,315,749,397
6444,40,279,292,320,380
6444,43,308,293,355,370
6444,51,545,278,584,398
6444,54,383,276,406,358
6444,79,250,302,290,386
6445,22,703,315,749,397
6445,40,279,292,320,380
6445,43,308,293,355,370
6445,51,546,279,586,398
6445,54,383,276,407,358
6445,79,250,302,290,386
6446,22,703,315,749,397
6446,40,279,292,320,380
6446,43,308,294,355,370
6446,51,547,279,589,399
6446,54,383,276,406,358
6446,79,250,302,290,386
6447,22,703,315,749,397
6447,40,279,292,320,380
6447,43,308,294,355,370
6447,51,549,280,592,399
6447,54,382,276,406,358
6447,79,250,302,290,386
6448,22,703,315,749,397
6448,40,279,292,320,380
6448,43,308,294,355,370
6448,51,551,280,596,399
6448,54,382,276,407,358
6448,79,250,301,290,386
6449,22,703,315,749,397
6449,40,279,292,320,380
6449,43,308,294,355,370
6449,51,553,281,599,400
6449,54,382,276,407,358
6449,79,250,301,290,386
6450,22,703,315,749,397
6450,40,279,292,320,380
6450,43,308,294,355,370
6450,51,555,282,602,400
6450,54,382,276,407,358
6450,79,250,301,290,386
6451,22,703,315,749,397
6451,40,279,292,320,380
6451,43,308,294,355,370
6451,51,557,282,604,402
6451,54,382,276,407,358
6451,79,250,301,290,386
6452,22,704,315,749,397
6452,40,279,292,320,380
6452,43,308,294,355,370
6452,51,559,283,606,403
6452,54,382,276,407,358
6452,79,250,301,290,386
6453,22,704,315,749,397
6453,40,279,292,320,380
6453,43,308,294,355,370
6453,51,561,284,608,403
6453,54,382,276,407,358
6453,79,250,301,290,386
6454,22,704,315,749,397
6454,40,279,292,320,380
6454,43,308,294,355,370
6454,51,563,284,609,404
6454,54,382,276,407,358
6454,79,250,301,290,386
6455,22,704,315,749,397
6455,40,279,292,320,380
6455,43,308,294,355,370
6455,51,565,285,610,405
6455,54,382,275,407,358
6455,79,250,301,290,386
6456,22,705,315,749,396
6456,40,279,292,320,380
6456,43,308,294,355,370
6456,51,567,285,611,406
6456,54,382,275,406,358
6456,79,250,301,290,386
6457,22,705,315,748,397
6457,40,279,292,320,380
6457,43,308,294,355,370
6457,51,570,285,612,406
6457,54,382,275,406,358
6457,79,250,301,290,386
6458,22,705,315,749,397
6458,40,279,292,320,380
6458,43,308,294,355,370
6458,51,572,285,613,407
6458,54,382,275,406,358
6458,79,250,301,290,386
6459,22,705,315,749,397
6459,40,279,292,320,381
6459,43,308,294,355,370
6459,51,574,286,614,408
6459,54,382,275,406,358
6459,79,250,301,290,386
6460,22,705,315,749,396
6460,40,279,292,320,381
6460,43,308,294,355,370
6460,51,576,286,615,409
6460,54,382,274,406,358
6460,79,250,301,290,386
6461,22,705,314,749,396
6461,40,279,292,320,381
6461,43,308,294,355,370
6461,51,577,287,616,411
6461,54,382,274,406,358
6461,79,250,301,290,386
6462,22,705,314,749,396
6462,40,279,292,320,381
6462,43,308,294,355,370
6462,51,579,287,617,412
6462,54,382,274,406,358
6462,79,250,301,290,386
6463,22,705,314,749,396
6463,40,279,292,320,381
6463,43,308,294,355,370
6463,51,581,288,618,414
6463,54,382,274,406,358
6463,79,250,301,290,386
6464,22,705,314,749,396
6464,40,279,292,320,381
6464,43,308,294,355,370
6464,51,582,289,620,415
6464,54,382,273,406,358
6464,79,250,301,290,386
6465,22,704,314,748,396
6465,40,279,292,320,381
6465,43,308,294,355,370
6465,51,584,290,621,417
6465,54,382,273,406,358
6465,79,250,300,290,386
6466,22,704,314,748,396
6466,40,279,292,320,381
6466,43,308,294,355,370
6466,51,586,291,622,419
6466,54,382,273,406,358
6466,79,250,300,290,386
6467,22,704,314,748,396
6467,40,279,292,320,381
6467,43,308,294,355,370
6467,51,587,291,623,420
6467,54,382,273,406,358
6467,79,250,300,290,386
6468,22,704,314,748,396
6468,40,279,292,320,381
6468,43,308,294,355,370
6468,51,589,292,625,421
6468,54,382,273,406,358
6468,79,250,301,290,386
6469,22,704,314,748,396
6469,40,279,292,320,381
6469,43,308,294,355,370
6469,51,590,293,626,422
6469,54,382,273,406,358
6469,79,250,301,289,386
6470,22,704,314,748,397
6470,40,279,292,320,381
6470,43,308,294,355,370
6470,51,592,293,627,423
6470,54,382,273,406,358
6470,79,250,301,289,386
6471,22,704,314,748,397
6471,40,279,292,320,381
6471,43,308,294,355,370
6471,51,593,293,629,424
6471,54,382,272,406,358
6471,79,250,301,289,386
6472,22,704,314,748,397
6472,40,279,292,320,381
6472,43,308,293,355,370
6472,51,595,294,631,424
6472,54,382,272,406,358
6472,79,250,301,289,386
6473,22,704,314,748,397
6473,40,279,292,320,381
6473,43,308,293,355,370
6473,51,597,294,633,425
6473,54,382,272,406,358
6473,79,250,301,289,386
6474,22,704,314,748,397
6474,40,279,292,320,381
6474,43,308,293,355,370
6474,51,599,295,637,426
6474,54,382,272,406,358
6474,79,250,301,289,386
6475,22,705,314,748,396
6475,40,279,292,320,381
6475,43,308,293,355,370
6475,51,600,295,640,427
6475,54,382,272,406,358
6475,79,250,301,289,386
6476,22,705,314,748,397
6476,40,279,292,320,381
6476,43,308,293,355,370
6476,51,602,296,644,427
6476,54,382,272,406,358
6476,79,250,301,289,386
6477,22,705,314,748,397
6477,40,279,292,320,381
6477,43,308,293,355,370
6477,51,604,296,648,429
6477,54,382,272,406,358
6477,79,250,301,289,386
6478,22,705,314,749,397
6478,40,279,292,320,381
6478,43,308,293,355,370
6478,51,606,297,651,430
6478,54,382,272,406,358
6478,79,250,301,289,386
6479,22,705,314,749,396
6479,40,279,292,320,381
6479,43,308,293,355,370
6479,51,607,298,653,432
6479,54,382,272,406,358
6479,79,250,301,289,386
6480,22,705,314,748,396
6480,40,279,292,320,381
6480,43,309,293,355,370
6480,51,608,299,656,433
6480,54,382,272,406,358
6480,79,250,301,289,386
6481,22,705,314,749,396
6481,40,279,292,320,381
6481,43,309,293,355,370
6481,51,611,299,658,434
6481,54,382,272,406,358
6481,79,250,301,290,386
6482,22,705,314,749,396
6482,40,279,292,320,381
6482,43,309,293,355,370
6482,51,613,300,659,435
6482,54,382,272,406,358
6482,79,250,301,291,386
6483,22,705,314,749,396
6483,40,279,292,320,381
6483,43,309,293,355,370
6483,51,616,300,661,436
6483,54,382,272,406,358
6483,79,250,301,292,386
6484,22,705,314,749,396
6484,40,279,292,320,381
6484,43,309,293,355,370
6484,51,619,300,663,437
6484,54,382,272,406,358
6484,79,250,301,293,386
6485,22,705,314,749,396
6485,40,279,292,320,381
6485,43,309,293,355,370
6485,51,622,301,665,437
6485,54,382,272,406,358
6485,79,250,301,293,387
6486,22,705,315,749,396
6486,40,279,292,320,381
6486,43,309,293,355,370
6486,51,625,301,667,438
6486,54,382,272,406,358
6486,79,250,301,294,387
6487,22,705,315,749,396
6487,40,279,292,320,381
6487,43,309,293,355,370
6487,51,628,301,669,437
6487,54,382,272,406,358
6487,79,250,301,294,387
6487,102,251,301,282,374
6488,22,705,315,749,396
6488,40,279,292,320,381
6488,43,309,293,355,370
6488,51,631,302,672,437
6488,54,382,272,406,358
6488,79,250,301,295,387
6489,22,705,315,749,396
6489,40,279,292,320,381
6489,43,309,293,355,369
6489,51,634,302,676,439
6489,54,382,272,406,358
6489,79,250,301,296,387
6490,22,705,315,748,396
6490,40,279,292,320,381
6490,43,309,293,354,369
6490,51,637,303,681,440
6490,54,382,272,406,358
6490,79,250,301,296,387
6491,22,705,315,748,396
6491,40,279,292,321,381
6491,43,310,293,354,369
6491,51,639,303,686,442
6491,54,382,272,406,358
6491,79,250,301,297,387
6492,22,705,315,748,396
6492,40,279,292,321,381
6492,43,310,293,354,369
6492,51,641,304,690,444
6492,54,382,272,406,358
6492,79,250,301,298,387
6493,22,704,315,748,396
6493,40,279,292,321,381
6493,43,310,293,354,369
6493,51,644,304,694,445
6493,54,382,272,405,358
6493,79,250,301,299,388
6494,22,704,315,748,396
6494,40,279,292,321,381
6494,43,310,294,354,369
6494,51,647,305,697,447
6494,54,382,272,405,358
6494,79,250,301,299,388
6495,22,704,315,748,396
6495,40,279,292,321,382
6495,43,310,294,353,369
6495,51,650,305,700,448
6495,54,382,272,405,358
6495,79,250,300,299,388
6495,102,239,314,257,355
6496,22,704,315,748,396
6496,40,279,292,321,382
6496,43,311,294,353,369
6496,51,654,306,702,448
6496,54,382,272,405,358
6496,79,250,300,299,387
6496,102,239,314,257,355
6497,22,704,316,748,394
6497,40,279,292,321,382
6497,43,311,295,353,369
6497,51,658,306,705,449
6497,54,382,272,405,358
6497,79,250,300,300,387
6497,102,239,314,257,354
6498,22,705,316,748,391
6498,40,279,292,321,383
6498,43,311,295,353,368
6498,51,663,306,707,450
6498,54,382,272,405,358
6498,79,250,300,298,387
6498,102,239,313,257,355
6499,22,705,316,748,389
6499,40,279,292,321,383
6499,43,311,295,353,368
6499,51,667,306,711,450
6499,54,382,272,405,358
6499,79,250,300,298,386
6500,22,706,316,748,389
6500,40,279,293,321,383
6500,43,311,295,353,368
6500,51,671,307,715,451
6500,54,382,272,405,358
6500,79,250,301,297,387
6500,102,288,308,314,362
6501,22,707,316,748,387
6501,40,279,293,320,383
6501,43,311,294,353,368
6501,51,674,307,720,451
6501,54,383,272,405,358
6501,79,250,301,295,387
6501,102,306,305,335,364
6501,103,711,314,749,418
6502,22,708,316,748,386
6502,40,279,293,320,383
6502,43,311,294,353,368
6502,51,677,308,727,452
6502,54,383,272,405,358
6502,79,251,301,293,387
6502,102,316,303,346,365
6502,103,712,314,747,421
6502,104,240,314,254,342
6503,22,709,317,748,385
6503,40,279,292,320,383
6503,43,311,294,352,368
6503,51,680,308,733,452
6503,54,382,272,405,358
6503,79,251,301,293,387
6503,102,321,301,353,366
6503,104,239,314,254,341
6504,40,279,292,320,383
6504,43,311,294,352,368
6504,51,682,309,739,453
6504,54,382,272,405,358
6504,79,251,301,292,387
6504,102,325,302,357,366
6504,103,718,322,748,418
6505,22,619,314,656,380
6505,40,279,292,320,382
6505,43,311,294,352,368
6505,51,684,310,745,454
6505,54,382,272,405,358
6505,79,251,301,292,388
6505,102,327,301,360,367
6505,104,238,314,257,354
6506,40,279,292,320,382
6506,43,312,293,352,368
6506,51,685,310,749,455
6506,54,382,273,405,358
6506,79,251,301,291,388
6506,102,329,301,362,364
6506,104,247,306,274,360
6507,40,279,292,320,382
6507,43,312,293,352,368
6507,51,687,311,754,456
6507,54,382,273,405,358
6507,79,251,301,290,388
6507,102,330,302,363,362
6507,104,251,302,281,364
6508,40,279,292,320,382
6508,43,312,293,352,368
6508,51,690,311,757,457
6508,54,382,273,405,358
6508,79,251,301,290,388
6508,102,330,302,363,360
6508,104,253,300,286,366
6509,40,279,292,320,382
6509,43,312,293,352,368
6509,51,695,311,760,458
6509,54,382,273,405,358
6509,79,251,301,289,388
6509,102,330,302,363,361
6510,22,625,314,656,378
6510,40,279,293,320,382
6510,43,312,293,352,368
6510,51,698,311,763,458
6510,54,382,273,405,358
6510,79,251,301,288,388
6511,22,643,315,672,382
6511,40,279,293,319,382
6511,43,312,293,352,368
6511,51,704,312,767,459
6511,54,381,273,406,358
6511,79,251,301,288,388
6512,22,657,315,684,385
6512,40,279,294,319,381
6512,43,312,293,352,368
6512,51,710,312,770,460
6512,54,381,273,406,358
6512,79,251,301,288,388
6512,102,469,306,499,357
6513,22,666,316,693,385
6513,40,279,295,318,381
6513,43,312,293,352,368
6513,51,714,312,774,460
6513,54,381,273,406,358
6513,79,251,301,287,388
6513,102,550,309,579,354
6514,22,673,316,701,386
6514,40,278,297,317,381
6514,43,312,294,353,369
6514,51,719,312,778,461
6514,54,381,273,406,358
6514,79,251,301,287,388
6514,102,608,311,637,355
6515,22,680,316,709,388
6515,40,278,297,315,380
6515,43,312,294,353,369
6515,51,722,312,783,462
6515,54,381,273,405,358
6515,79,251,301,287,388
6516,22,685,316,715,387
6516,40,278,298,315,380
6516,43,312,295,353,369
6516,51,724,313,789,463
6516,54,381,273,405,358
6516,79,251,301,287,388
6517,22,690,316,722,389
6517,40,278,298,314,380
6517,43,311,296,353,369
6517,51,727,313,796,464
6517,54,380,273,405,358
6517,79,251,301,287,387
6518,22,693,316,727,390
6518,40,278,298,313,380
6518,43,311,297,354,369
6518,51,731,314,802,465
6518,54,380,273,405,358
6518,79,251,301,288,387
6519,22,696,316,732,392
6519,40,278,298,313,380
6519,43,311,298,354,369
6519,51,734,314,807,466
6519,54,380,273,405,358
6519,79,251,301,288,387
6519,104,254,299,290,370
6520,22,699,317,736,390
6520,40,278,299,313,380
6520,43,311,300,354,369
6520,51,737,315,812,466
6520,54,380,273,404,358
6520,79,251,301,289,387
6521,22,702,317,740,389
6521,40,278,300,314,380
6521,43,311,301,354,369
6521,51,740,316,815,467
6521,54,380,273,404,358
6521,79,251,301,290,387
6522,22,704,317,743,387
6522,40,278,299,315,380
6522,43,311,301,354,369
6522,51,744,316,819,468
6522,54,379,273,404,358
6522,79,251,302,290,387
6523,22,706,317,746,389
6523,40,278,299,315,380
6523,43,311,302,354,369
6523,51,749,316,822,468
6523,54,379,273,404,358
6523,79,251,302,290,387
6524,22,707,317,748,390
6524,40,279,298,316,380
6524,43,311,303,355,369
6524,51,755,317,825,469
6524,54,379,273,404,358
6524,79,251,302,291,387
6525,22,708,317,750,389
6525,40,279,298,316,380
6525,43,311,302,355,369
6525,51,763,317,828,469
6525,54,378,273,404,358
6525,79,251,302,291,387
6526,22,709,317,752,387
6526,40,279,298,316,380
6526,43,312,301,355,369
6526,51,770,317,831,469
6526,54,378,273,405,358
6526,79,251,302,291,387
6527,22,710,317,754,386
6527,40,279,297,315,379
6527,43,312,300,355,369
6527,51,777,317,834,469
6527,54,378,273,405,358
6527,79,251,302,291,387
6528,22,710,317,755,385
6528,40,279,296,315,380
6528,43,312,300,355,369
6528,51,782,317,840,469
6528,54,378,273,405,358
6528,79,251,302,290,387
6529,22,711,317,756,384
6529,40,279,296,315,379
6529,43,312,300,355,369
6529,51,787,317,846,469
6529,54,377,272,405,358
6529,79,251,302,290,387
6530,22,712,317,757,383
6530,40,279,296,315,379
6530,43,312,300,355,369
6530,51,791,318,853,470
6530,54,377,272,405,358
6530,79,251,302,290,387
6530,102,526,307,551,361
6530,104,345,294,370,361
6531,22,712,317,757,383
6531,40,279,295,316,379
6531,43,312,300,355,369
6531,51,794,318,860,470
6531,54,377,272,405,358
6531,79,251,302,291,387
6531,102,433,306,457,363
6531,104,359,294,380,358
6532,22,712,317,758,382
6532,40,279,295,316,379
6532,43,312,299,355,369
6532,51,796,318,867,470
6532,54,376,272,405,358
6532,79,251,302,290,387
6532,102,391,305,414,365
6532,104,366,294,386,357
6533,22,712,317,758,382
6533,40,279,294,316,379
6533,43,312,299,355,369
6533,51,799,318,874,470
6533,54,376,272,406,358
6533,79,251,302,290,387
6533,102,367,305,387,364
6533,103,307,305,330,367
6533,104,370,294,390,356
6534,22,712,317,758,384
6534,40,279,294,316,379
6534,43,312,299,355,369
6534,51,802,318,879,470
6534,54,376,272,406,358
6534,79,250,302,290,387
6534,102,350,305,370,365
6534,103,300,304,317,361
6534,104,374,293,393,356
6535,22,711,317,758,386
6535,40,280,294,315,380
6535,43,312,299,355,369
6535,51,805,319,883,470
6535,54,376,272,406,358
6535,79,250,302,290,387
6535,102,338,304,357,366
6535,103,294,304,309,359
6535,104,377,293,396,355
6536,22,711,317,759,388
6536,40,280,293,315,380
6536,43,312,298,355,369
6536,51,814,319,886,470
6536,54,376,272,406,358
6536,79,250,302,290,387
6536,102,328,304,347,366
6536,103,433,308,463,389
6536,104,379,293,398,355
6537,22,710,317,759,390
6537,40,280,294,316,380
6537,43,312,298,355,369
6537,51,818,318,890,471
6537,54,375,272,406,358
6537,79,250,302,290,387
6537,102,320,304,338,367
6537,103,397,307,422,381
6537,104,381,293,399,355
6537,105,845,316,883,468
6537,106,306,305,317,336
6538,22,710,317,758,391
6538,40,280,294,316,380
6538,43,312,297,355,369
