frame,track_id,x1,y1,x2,y2
41,6,26,267,52,317
41,7,1299,462,1341,487
41,8,30,249,40,274
42,0,863,314,930,472
42,1,313,285,363,369
42,2,1199,334,1248,511
42,3,280,300,324,379
42,4,250,302,289,386
42,6,26,267,52,317
42,8,30,249,40,274
43,0,859,314,929,472
43,1,313,285,363,369
43,2,1199,334,1248,511
43,3,280,300,324,378
43,4,250,302,289,386
43,6,26,267,52,317
43,8,30,249,40,274
44,0,856,314,927,471
44,1,313,285,363,369
44,2,1199,334,1248,511
44,3,280,300,325,378
44,4,250,303,289,386
44,5,1400,366,1435,465
44,6,28,267,53,317
44,8,30,249,40,275
45,0,853,314,921,470
45,1,313,285,363,369
45,2,1199,334,1248,511
45,3,280,301,326,379
45,4,248,303,289,386
45,5,1371,363,1405,461
45,6,29,268,53,317
45,8,31,249,40,275
46,0,851,313,916,469
46,1,313,285,363,369
46,2,1199,334,1248,511
46,3,280,299,326,379
46,4,247,303,289,386
46,5,1349,362,1384,459
46,6,30,269,54,317
46,7,902,395,939,435
46,8,31,248,40,275
47,0,849,313,911,468
47,1,314,285,363,369
47,2,1199,334,1248,511
47,3,280,298,326,379
47,4,246,303,289,386
47,6,31,269,55,317
47,7,639,351,673,399
47,8,31,248,40,276
48,0,847,312,905,467
48,1,314,285,363,369
48,2,1199,334,1248,511
48,3,280,297,327,379
48,4,245,303,289,386
48,6,32,269,55,317
48,7,478,324,510,378
48,8,31,248,40,276
49,0,844,312,900,466
49,1,314,285,363,369
49,2,1199,334,1249,511
49,3,280,295,326,379
49,4,244,303,289,386
49,6,32,270,56,318
49,7,366,305,397,363
49,8,31,248,40,276
50,0,842,311,895,465
50,1,314,286,363,369
50,2,1199,334,1249,511
50,3,280,294,326,380
50,4,243,303,289,386
50,6,33,270,57,318
50,7,282,290,312,352
50,8,31,248,40,276
51,0,838,311,891,464
51,1,314,286,363,369
51,2,1199,334,1249,511
51,3,280,293,326,380
51,4,242,303,289,386
51,6,33,271,57,318
51,8,31,248,40,277
52,0,833,310,886,464
52,1,314,286,363,369
52,2,1199,334,1249,511
52,3,280,293,326,380
52,4,241,303,288,386
52,6,34,272,58,318
52,8,31,247,40,277
53,0,827,310,883,464
53,1,314,286,363,369
53,2,1199,334,1249,511
53,3,280,292,326,380
53,4,240,304,288,386
53,5,1371,364,1408,461
53,6,34,272,58,318
53,8,31,247,40,277
54,0,821,310,880,463
54,1,314,286,363,369
54,2,1199,334,1249,511
54,3,281,291,326,380
54,4,239,304,288,386
54,5,1326,360,1363,456
54,6,35,273,58,318
54,8,31,247,40,278
55,0,816,309,878,463
55,1,314,286,363,369
55,2,1199,335,1249,511
55,3,281,291,325,380
55,4,239,304,288,386
55,6,35,273,59,318
55,8,31,247,40,278
56,0,811,309,876,462
56,1,315,286,363,369
56,2,1199,335,1249,511
56,3,281,291,325,380
56,4,239,304,288,386
56,5,1302,358,1338,453
56,6,36,273,59,318
56,8,31,247,40,278
57,0,807,309,874,462
57,1,315,286,363,369
57,2,1199,335,1249,511
57,3,281,290,325,380
57,4,238,304,288,386
57,5,1280,356,1317,450
57,6,37,274,59,318
57,8,31,247,40,279
58,0,804,308,873,461
58,1,315,286,363,369
58,2,1199,335,1249,512
58,3,281,290,325,380
58,4,238,304,288,386
58,5,1266,355,1302,448
58,6,38,274,60,318
58,8,31,247,40,279
59,0,801,308,871,460
59,1,315,286,363,369
59,2,1199,335,1249,512
59,3,281,290,325,380
59,4,238,304,288,386
59,5,1254,354,1291,447
59,6,39,274,60,319
59,8,31,247,40,280
60,0,799,308,868,459
60,1,315,286,363,369
60,2,1199,336,1249,512
60,3,281,290,324,380
60,4,238,304,288,386
60,5,1246,353,1282,446
60,8,31,247,40,280
61,0,797,307,865,459
61,1,315,286,363,369
61,2,1198,336,1249,512
61,3,281,290,324,380
61,4,237,304,288,386
61,5,1238,353,1274,445
61,6,40,273,60,319
61,8,31,247,41,280
62,0,794,307,861,458
62,1,315,286,363,369
62,2,1198,336,1249,512
62,3,281,290,324,380
62,4,237,304,288,386
62,5,1232,352,1268,444
62,8,31,247,41,281
63,0,792,306,856,457
63,1,315,286,363,369
63,2,1198,336,1249,512
63,3,281,289,324,380
63,4,237,304,288,386
63,5,1227,352,1263,444
63,8,31,247,41,282
64,0,790,305,852,457
64,1,315,286,363,369
64,2,1198,336,1249,512
64,3,281,289,325,380
64,4,237,304,288,386
64,5,1222,351,1258,443
64,8,31,247,41,282
65,0,787,305,848,456
65,1,315,286,363,369
65,2,1198,336,1249,512
65,3,281,289,325,380
65,4,237,304,288,386
65,5,1218,351,1254,443
65,6,43,274,61,319
65,8,31,248,41,283
66,0,787,305,844,456
66,1,315,286,363,369
66,2,1198,336,1249,512
66,3,281,289,325,380
66,4,237,304,288,386
66,5,1215,351,1250,443
66,6,43,274,60,319
66,8,31,248,41,283
67,0,784,304,841,456
67,1,315,286,363,369
67,2,1198,336,1249,512
67,3,280,290,325,380
67,4,237,304,288,386
67,5,1211,350,1247,442
67,8,31,248,41,283
68,0,782,304,838,455
68,1,315,286,363,369
68,2,1198,336,1249,512
68,3,280,290,325,380
68,4,237,304,288,386
68,5,1209,350,1244,442
68,8,31,248,41,283
69,0,780,304,835,455
69,1,315,286,363,369
69,2,1198,336,1249,512
69,3,280,290,326,380
69,4,238,305,288,386
69,5,1206,350,1241,442
69,8,31,248,41,283
70,0,778,303,832,455
70,1,315,286,363,369
70,2,1198,336,1249,512
70,3,280,290,326,380
70,4,238,305,288,386
70,5,1204,350,1239,442
70,8,31,248,41,283
71,0,775,303,830,455
71,1,315,286,363,369
71,2,1198,337,1249,512
71,3,280,290,326,380
71,4,238,305,288,386
71,5,1202,350,1237,441
72,0,774,303,828,455
72,1,315,286,363,369
72,2,1198,337,1249,512
72,3,280,290,326,380
72,4,238,305,288,386
72,5,1200,350,1236,441
73,0,772,302,826,454
73,1,314,287,363,369
73,2,1198,337,1248,512
73,3,280,291,326,380
73,4,238,305,288,386
73,5,1199,349,1234,441
74,0,770,302,824,453
74,1,314,287,363,369
74,2,1198,337,1248,512
74,3,279,291,326,380
74,4,238,305,288,386
74,5,1198,349,1233,441
75,0,769,301,821,452
75,1,314,287,363,369
75,2,1198,337,1248,512
75,3,279,292,326,380
75,4,238,305,288,386
75,5,1197,349,1232,441
76,0,767,300,819,450
76,1,313,287,363,369
76,2,1198,337,1248,512
76,3,279,292,326,380
76,4,239,305,288,386
76,5,1196,349,1231,441
77,0,765,299,817,448
77,1,313,287,363,369
77,2,1198,337,1248,512
77,3,279,294,326,380
77,4,239,305,288,386
77,5,1195,349,1230,441
78,0,764,299,815,446
78,1,313,287,363,369
78,2,1198,337,1248,511
78,3,279,295,326,380
78,4,239,305,289,386
78,5,1194,349,1230,441
79,0,762,298,813,445
79,1,313,287,363,369
79,2,1198,337,1248,511
79,3,279,297,326,380
79,4,239,305,289,386
79,5,1194,349,1229,441
79,6,48,274,65,320
80,0,761,297,811,443
80,1,313,287,363,369
80,2,1198,337,1248,511
80,3,279,298,326,380
80,4,239,305,289,386
80,5,1194,349,1229,441
80,6,47,274,66,320
81,0,759,297,809,442
81,1,313,287,363,369
81,2,1198,337,1248,511
81,3,279,298,325,379
81,4,239,305,288,386
81,5,1193,349,1228,440
81,6,127,281,146,334
81,8,162,271,173,309
82,0,757,296,806,440
82,1,313,287,363,369
82,2,1198,337,1248,511
82,3,279,297,325,379
82,4,239,305,288,386
82,5,1193,349,1228,441
82,6,177,286,196,343
82,8,218,281,230,318
83,0,755,295,804,439
83,1,313,287,363,369
83,2,1198,337,1248,511
83,3,279,296,324,378
83,4,239,305,287,386
83,6,212,289,231,349
83,8,250,287,263,325
84,0,753,295,802,439
84,1,313,287,363,369
84,2,1198,337,1249,511
84,3,278,296,324,378
84,4,239,305,287,386
84,6,238,291,256,354
84,7,-13,259,6,312
84,8,273,291,285,331
85,0,751,295,800,438
85,1,313,287,363,369
85,2,1198,337,1249,511
85,3,278,296,323,378
85,4,240,305,287,386
85,6,259,293,277,357
85,7,138,277,154,331
85,8,283,293,300,338
86,0,749,294,798,437
86,1,313,288,363,369
86,2,1198,337,1249,511
86,3,278,295,323,377
86,4,240,305,286,386
86,5,964,335,995,422
86,6,270,294,291,358
86,7,195,284,209,340
86,8,295,295,314,348
87,0,747,294,796,437
87,1,313,288,363,369
87,2,1198,337,1249,511
87,3,278,295,323,377
87,4,240,305,286,386
87,6,285,295,305,360
87,8,307,297,326,354
88,0,745,294,795,437
88,1,314,288,363,369
88,2,1198,338,1249,511
88,3,278,295,323,377
88,4,240,305,286,386
88,6,298,296,316,360
88,8,316,299,336,359
89,0,744,293,793,435
89,1,314,288,363,369
89,2,1198,338,1249,511
89,3,278,294,322,377
89,4,240,305,286,386
89,6,308,297,326,362
89,8,324,300,343,360
90,0,743,293,792,434
90,1,314,288,363,369
90,2,1198,338,1249,511
90,3,278,295,322,376
90,4,240,305,286,386
90,6,316,298,335,364
91,0,742,292,791,433
91,1,314,287,363,369
91,2,1198,338,1249,511
91,3,278,295,322,376
91,4,240,305,286,386
91,6,323,298,342,366
91,8,339,302,357,360
92,0,741,292,789,431
92,1,314,287,363,369
92,2,1198,338,1249,511
92,3,278,295,322,376
92,4,240,305,286,386
92,5,996,337,1027,424
92,6,329,299,347,367
92,7,223,291,244,346
92,8,342,303,359,359
93,0,741,291,788,430
93,1,314,287,363,369
93,2,1198,338,1249,511
93,3,278,295,322,376
93,4,240,305,286,386
93,5,1051,341,1083,429
93,6,333,299,352,369
93,7,241,295,266,349
93,8,344,303,360,360
94,0,741,291,786,428
94,1,314,287,363,369
94,2,1198,338,1249,511
94,3,278,295,322,376
94,4,240,305,286,386
94,5,1086,343,1118,432
94,6,337,299,355,370
95,0,740,290,784,427
95,1,314,287,363,369
95,2,1198,338,1249,511
95,3,279,295,322,375
95,4,240,305,286,386
95,5,1109,344,1142,434
95,6,339,300,358,370
96,0,740,290,781,426
96,1,314,287,363,369
96,2,1198,338,1250,511
96,3,279,294,322,375
96,4,239,305,286,386
96,5,1127,345,1160,435
96,6,341,300,359,371
97,0,740,289,779,425
97,1,314,287,363,369
97,2,1198,338,1250,511
97,3,279,294,322,375
97,4,239,305,286,386
97,5,1141,346,1174,436
97,6,342,300,360,371
98,0,739,289,777,424
98,1,314,287,363,369
98,2,1198,338,1250,511
98,3,279,294,322,375
98,4,238,305,286,386
98,5,1152,347,1186,437
98,6,342,300,361,372
99,0,738,289,775,424
99,1,313,287,363,369
99,2,1198,338,1250,511
99,3,279,294,322,375
99,4,238,305,286,386
99,5,1161,347,1195,438
99,6,342,300,361,372
100,0,736,289,773,423
100,1,313,287,363,369
100,2,1198,338,1250,511
100,3,278,294,323,374
100,4,238,305,286,386
100,6,342,300,360,372
101,0,733,289,771,423
101,1,313,287,363,369
101,2,1198,338,1250,511
101,3,278,294,323,375
101,4,238,305,287,386
101,6,341,299,359,372
102,0,730,289,769,423
102,1,313,287,363,369
102,2,1198,338,1250,511
102,3,278,293,323,375
102,4,238,305,287,386
102,6,340,299,358,372
103,0,727,288,768,423
103,1,313,287,363,369
103,2,1198,338,1250,511
103,3,278,293,323,376
103,4,238,305,287,386
104,0,725,288,767,423
104,1,313,287,363,369
104,2,1198,338,1250,511
104,3,278,293,323,376
104,4,237,305,288,386
105,0,722,288,766,423
105,1,313,287,363,369
105,2,1198,338,1250,511
105,3,278,293,323,376
105,4,237,305,288,386
106,0,718,288,766,422
106,1,312,287,363,369
106,2,1198,338,1250,511
106,3,278,293,323,377
106,4,237,305,288,386
107,0,716,288,765,422
107,1,312,287,363,369
107,2,1198,338,1250,511
107,3,277,293,323,377
107,4,237,305,288,386
107,5,1184,349,1218,440
108,0,714,288,764,419
108,1,313,287,363,369
108,2,1198,339,1250,511
108,3,277,293,323,377
108,4,237,305,288,386
108,5,1189,349,1223,441
109,0,711,288,763,417
109,1,313,287,363,369
109,2,1198,339,1250,511
109,3,277,293,323,377
109,4,237,305,288,386
109,5,1193,349,1226,442
110,0,709,287,761,415
110,1,313,287,363,369
110,2,1198,339,1250,511
110,3,277,293,323,378
110,4,237,305,288,386
111,0,708,287,760,414
111,1,313,287,363,369
111,2,1198,339,1250,511
111,3,276,293,323,378
111,4,237,305,289,386
112,0,705,287,759,414
112,1,312,287,363,369
112,2,1198,339,1250,511
112,3,276,293,323,378
112,4,237,305,289,386
112,5,1199,350,1232,443
113,0,703,287,758,414
113,1,312,287,363,369
113,2,1198,339,1249,511
113,3,276,293,323,378
113,4,237,305,289,386
113,5,1200,350,1233,443
114,0,701,287,756,413
114,1,312,288,363,369
114,2,1198,339,1249,511
114,3,276,293,323,378
114,4,237,305,289,386
114,5,1201,350,1234,443
115,0,699,287,754,412
115,1,312,288,363,369
115,2,1198,339,1249,511
115,3,276,293,323,378
115,4,237,305,289,386
115,5,1201,350,1235,443
116,0,697,287,752,412
116,1,312,288,363,369
116,2,1198,339,1249,511
116,3,275,293,324,378
116,4,237,305,290,386
116,5,1202,350,1235,443
117,0,696,288,750,412
117,1,312,288,363,369
117,2,1198,339,1249,511
117,3,275,293,324,379
117,4,238,305,290,386
117,5,1203,351,1235,443
118,0,695,289,749,412
118,1,312,288,363,369
118,2,1198,339,1249,511
118,3,275,294,324,379
118,4,238,305,290,386
118,5,1203,351,1236,443
119,0,694,291,748,412
119,1,313,288,363,369
119,2,1198,339,1249,511
119,3,275,294,324,379
119,4,238,305,290,386
119,5,1203,350,1236,443
120,0,694,293,747,412
120,1,313,287,363,369
120,2,1198,339,1249,512
120,3,275,294,324,379
120,4,239,305,290,386
120,5,1203,350,1236,443
120,7,283,309,319,369
121,0,694,295,746,412
121,1,313,287,363,369
121,2,1198,338,1248,512
121,3,275,294,324,379
121,4,239,305,290,386
121,5,1203,350,1236,443
122,0,694,298,745,411
122,1,313,287,363,369
122,2,1198,338,1248,512
122,3,275,294,323,380
122,4,239,305,290,386
122,5,1203,350,1236,443
123,0,695,300,745,411
123,1,313,287,363,369
123,2,1198,338,1248,512
123,3,275,294,323,380
123,4,239,305,290,386
123,5,1203,350,1236,443
124,0,695,303,744,412
124,1,313,287,363,369
124,2,1198,338,1248,512
124,3,275,294,323,380
124,4,240,305,290,386
124,5,1203,350,1235,443
125,0,696,305,744,412
125,1,313,287,363,369
125,2,1198,338,1248,512
125,3,275,294,323,380
125,4,240,305,290,386
125,5,1203,350,1235,443
126,0,697,307,745,412
126,1,313,287,363,369
126,2,1198,338,1248,512
126,3,275,295,323,380
126,4,240,305,290,386
126,5,1202,350,1234,443
127,0,697,309,745,412
127,1,313,287,363,369
127,2,1198,338,1248,512
127,3,275,295,323,380
127,4,240,305,290,386
127,5,1202,350,1234,443
128,0,698,310,745,412
128,1,313,287,363,369
128,2,1198,338,1247,512
128,3,275,295,323,380
128,4,240,305,290,386
128,5,1202,350,1233,442
129,0,698,311,746,412
129,1,313,287,363,369
129,2,1199,338,1247,512
129,3,275,295,323,380
129,4,240,305,290,386
129,5,1202,350,1233,442
130,0,699,312,747,412
130,1,313,287,363,369
130,2,1199,338,1247,512
130,3,275,295,323,380
130,4,240,305,290,386
130,5,1201,350,1232,442
130,8,1137,352,1164,394
131,0,699,312,748,413
131,1,313,287,363,369
131,2,1199,338,1246,512
131,3,276,297,323,380
131,4,240,305,290,386
131,5,1201,350,1231,442
132,0,700,313,749,413
132,1,313,287,363,369
132,2,1198,339,1246,512
132,3,277,298,323,380
132,4,240,305,290,386
132,5,1200,350,1230,442
133,0,700,313,750,413
133,1,313,287,363,369
133,2,1198,339,1246,512
133,3,277,298,323,380
133,4,240,305,290,386
134,0,700,312,751,413
134,1,313,286,363,369
134,2,1198,340,1246,512
134,3,277,298,323,380
134,4,240,305,290,386
135,0,701,312,751,413
135,1,312,286,363,369
135,2,1198,341,1246,512
135,3,277,298,323,380
135,4,240,305,290,386
136,0,701,312,752,413
136,1,312,286,363,369
136,2,1198,342,1246,512
136,3,277,298,323,380
136,4,239,305,290,386
137,0,702,311,753,413
137,1,312,286,363,369
137,2,1198,344,1246,512
137,3,277,298,323,380
137,4,239,305,290,386
138,0,703,311,754,413
138,1,312,286,363,369
138,2,1197,346,1247,512
138,3,278,298,323,380
138,4,239,305,290,386
139,0,703,311,755,414
139,1,312,286,363,369
139,2,1197,349,1247,512
139,3,278,298,323,380
139,4,239,305,290,386
140,0,703,310,756,414
140,1,312,286,363,369
140,2,1197,352,1248,512
140,3,278,299,323,380
140,4,239,305,290,386
141,0,704,310,757,414
141,1,312,286,363,369
141,2,1197,354,1248,512
141,3,278,299,323,380
141,4,239,305,290,386
142,0,704,310,757,414
142,1,312,286,363,369
142,2,1196,357,1249,513
142,3,278,300,323,380
142,4,239,305,290,386
143,0,704,309,758,414
143,1,312,286,363,369
143,2,1196,359,1249,514
143,3,279,300,323,380
143,4,239,305,290,386
144,0,704,309,758,414
144,1,312,286,363,369
144,2,1196,362,1249,514
144,3,279,300,323,380
144,4,239,305,289,386
145,0,705,309,759,414
145,1,312,286,363,369
145,2,1196,365,1250,515
145,3,279,300,323,380
145,4,239,305,289,386
145,7,103,280,129,334
146,0,705,308,759,414
146,1,312,286,363,369
146,2,1196,364,1250,516
146,3,279,300,323,380
146,4,239,305,289,386
146,5,1182,351,1243,485
147,0,705,308,760,414
147,1,312,286,363,369
147,2,1196,367,1250,517
147,3,279,300,323,380
147,4,239,305,289,386
148,0,705,308,760,414
148,1,312,286,363,369
148,2,1196,371,1251,517
148,3,279,299,323,380
148,4,239,305,289,386
149,0,705,308,761,414
149,1,313,286,363,369
149,2,1196,373,1251,518
149,3,279,298,323,380
149,4,239,305,289,386
149,7,72,274,95,327
150,0,705,308,761,414
150,1,313,286,363,369
150,2,1196,375,1252,518
150,3,279,297,323,380
150,4,240,305,289,386
150,5,1176,350,1250,504
150,7,65,272,87,325
151,0,705,308,761,414
151,1,313,286,363,369
151,2,1196,377,1253,518
151,3,279,297,323,380
151,4,240,305,289,386
151,5,1183,349,1246,468
151,7,60,272,81,324
152,0,706,307,761,414
152,1,313,287,363,369
152,2,1196,379,1254,518
152,3,279,296,323,380
152,4,240,305,289,386
152,5,1187,349,1243,448
152,7,57,271,77,323
153,0,706,307,761,414
153,1,313,287,363,369
153,2,1196,381,1254,518
153,3,279,295,323,380
153,4,240,305,289,386
153,5,1189,349,1241,434
153,7,54,270,74,322
153,8,1317,441,1351,464
154,0,706,307,762,414
154,1,313,287,363,369
154,2,1196,382,1255,517
154,3,279,295,323,380
154,4,240,305,289,386
154,5,1191,349,1240,425
154,7,52,270,71,321
154,8,1290,449,1324,471
155,0,706,307,762,414
155,1,313,287,363,369
155,2,1196,383,1255,517
155,3,279,294,322,380
155,4,240,305,289,386
155,5,1192,349,1239,418
155,7,50,270,69,321
155,8,1282,453,1316,474
156,0,707,307,762,414
156,1,313,287,363,369
156,2,1196,384,1255,517
156,3,279,294,322,380
156,4,241,305,289,386
156,5,1193,349,1238,412
156,7,48,270,67,320
157,0,707,307,762,414
157,1,313,287,363,369
157,2,1196,385,1255,516
157,3,279,294,322,380
157,4,241,305,289,386
157,5,1194,349,1238,408
157,7,47,270,66,320
157,8,1286,458,1320,478
158,0,707,307,762,414
158,1,313,287,363,369
158,2,1196,385,1256,516
158,3,278,293,322,380
158,4,241,305,289,386
158,5,1195,349,1237,404
158,7,46,270,65,319
158,8,1283,459,1317,480
159,0,707,307,762,414
159,1,313,287,363,369
159,2,1196,381,1256,516
159,3,278,293,322,380
159,4,241,305,289,386
159,7,46,270,64,318
160,0,707,307,762,414
160,1,313,287,363,369
160,2,1196,376,1256,516
160,3,278,293,322,380
160,4,241,305,289,386
160,5,1196,349,1237,400
160,7,46,270,64,317
161,0,707,307,762,414
161,1,313,287,363,369
161,2,1196,372,1256,516
161,3,278,293,322,380
161,4,241,305,289,386
161,5,1196,349,1237,398
